"Your Kindle Notes For:",,,
"NICHT WEG UND NICHT DA: ROMAN (GERMAN EDITION)",,,
"by Anne Freytag",,,
"Free Kindle instant preview:",,,
"https://a.co/5KfuXEA",,,
----------------------------------------------,,,
,,,
"Annotation Type","Location","Starred?","Annotation"
"Highlight (Yellow)","Page 167","","Die Wiese und die Luft waren getränkt in Tau. Erst habe ich nur Umrisse erkannt, dann stand er neben mir: ein Hirsch mit schwarzen Augen und einem imposanten Geweih."
"Highlight (Yellow)","Page 168","","Nach dem Aufwachen war ich bedrückt. Niedergeschlagen. Ich saß in meinem Bett mit einem leeren Gefühl in der Brust und der unumstößlichen Gewissheit, dass mein Bruder nie wiederkommen wird. Dass er weg ist. Für immer."
"Highlight (Yellow)","Page 168","","unschuldig."
"Highlight (Yellow)","Page 168","","Als wäre es nicht wahr und er nebenan. Leugnen ist ein betäubendes Gefühl. Es legt sich um einen wie eine Schutzschicht. Und die Wahrheit rennt dagegen an. Immer und immer wieder. Und irgendwann kommt sie durch. Und wenn sie es tut, bricht alles zusammen."
"Highlight (Yellow)","Page 168","","Ich schlage in den Boxsack. Ein Mal, zwei Mal, so oft, bis meine Arme brennen. Und auch dann höre ich nicht auf. Ich dresche weiter gegen den Sand, spanne jeden Muskel an."
"Highlight (Yellow)","Page 168","","Sie dröhnt durch mich hindurch, die Bässe vibrieren in meinen Knochen."
"Highlight (Yellow)","Page 168","","Es ist mir egal, ob ich es richtig mache, ich will nur die Wut loswerden."
"Highlight (Yellow)","Page 169","","Bis die neunzig Minuten vorbei sind."
"Highlight (Yellow)","Page 169","","Heute war kein guter Tag. Und ich eine Mischung aus traurig und zornig und unendlich allein."
"Highlight (Yellow)","Page 169","","Die Schule war langweilig, das Mittagessen schlecht, und der Nachmittagsunterricht schien endlos. Ich dachte, das Boxen würde helfen. Und währenddessen hat es das auch."
"Highlight (Yellow)","Page 169","","Den Zustand des Nicht-Denkens. Dass ich aufhöre zu grübeln und nur noch reagiere, dass ich meinen Körper spüre. Dass ich kämpfe bis zur Erschöpfung."
"Highlight (Yellow)","Page 169","","Als wäre eine okay und zwei zu viel. Das passt zu mir. Manchmal verstehe ich mich selbst nicht."
"Highlight (Yellow)","Page 169","","Man hat kein Recht darauf, Menschen zu verletzen. Ganz egal, was vorgefallen ist. Eine Tram kommt,"
"Highlight (Yellow)","Page 169","","Ich schaue in den Himmel. Er hat fast dasselbe Blau wie in meinem Traum. Ein Farbton zwischen Tag und Nacht. Wie ein Anfang. Oder ein Ende."
"Highlight (Yellow)","Page 170","","Einen Moment zögere ich, doch dann gehe ich dran. »Hallo?« »Hallo Luise, hier ist Dr. Falkstein.«"
"Highlight (Yellow)","Page 170","","Auch das noch."
"Highlight (Yellow)","Page 170","","»Schaffst du es in einer halben Stunde?« »Das ist … sehr kurzfristig«, sage ich."
"Highlight (Yellow)","Page 170","","»Großartig«, fällt er mir ins Wort, »dann sehe ich dich also gleich?« Ich nicke nur."
"Highlight (Yellow)","Page 170","","»Sehr schön, freut mich, dass es klappt.«"
"Highlight (Yellow)","Page 171","","Sein Anblick ist traurig und tröstend."
"Highlight (Yellow)","Page 171","","»Hirsche sind ganz besondere Tiere«, sagt Dr. Falkstein. »Sie tauchen in den verschiedensten Kulturkreisen auf. Als Symbol für Göttlichkeit und Neubeginn.« »Ich weiß«, sage ich, ohne ihn anzusehen. »Das weißt du?«"
"Highlight (Yellow)","Page 171","","»Weil sein Geweih immer wieder nachwächst.« Jetzt schaue ich ihn an. »Er wirft es ab, aber es kommt wieder.« Dr. Falkstein nickt anerkennend. »Du interessierst dich"
"Highlight (Yellow)","Page 172","","Was für eine beschissen-blöde Frage. Er hat doch schon gefragt. Ich mustere ihn. Regungslos."
"Highlight (Yellow)","Page 172","","»Hat dir jemand die Unterschiede erklärt?«, fragt er, aber ich reagiere nicht. »Es gibt verschiedene Ausprägungen der Bipolaren Störung.«"
"Highlight (Yellow)","Page 172","","»Bipolar I, Bipolar II, Zyclothymia, Rapid Cycling und gemischte Formen.« Kurze Pause. Geschulter Blick. »Weißt du, was Kristopher war?«"
"Highlight (Yellow)","Page 172","","Es wundert mich, dass er sich entschuldigt. Und noch mehr wundert mich, dass ich ihm glaube."
"Highlight (Yellow)","Page 172","","»Die Diagnose meines Bruders lautete Bipolar II mit lang anhaltenden schweren Depressionen und überdurchschnittlich langen Hypermanien«,"
"Highlight (Yellow)","Page 173","","Ich verschränke die Arme vor der Brust."
"Highlight (Yellow)","Page 173","","»Finden Sie denn, einer reicht nicht?« »Menschen, bei denen eine Bipolare Störung festgestellt wird, sind meistens genetisch vorbelastet«,"
"Highlight (Yellow)","Page 173","","»Es gibt fast immer eine familiäre Vorgeschichte, was psychische Störungen betrifft. Leider wird oft nicht darüber gesprochen.«"
"Highlight (Yellow)","Page 173","","Der Vater meines Vaters hat Selbstmord begangen. Zumindest sagt das mein Vater. Meine Oma behauptet, es war ein unglücklicher Unfall. Ich weiß nicht, was stimmt."
"Highlight (Yellow)","Page 173","","Wenn jemand wirklich sterben will, hat sie gesagt, dann hältst du ihn nicht davon ab."
"Highlight (Yellow)","Page 174","","Und diese Tatsache hat ihn umgeben wie ein Schutzschild aus Wankelmütigkeit und Trägheit. Ich stand immer in seinem Schatten."
"Highlight (Yellow)","Page 174","","Aber Schmerz ist geduldig. Genauso wie Wut. Und Vermissen. Und Einsamkeit. Sie warten einfach."
"Highlight (Yellow)","Page 174","","Sein Blick ist besorgt und fürsorglich. Ich frage mich, ob er Kinder hat. »Was geht in dir vor?«, fragt er leise."
"Highlight (Yellow)","Page 174","","Ich spüre die Rückseite meiner Augäpfel. Es ist ein dumpfer Schmerz."
"Highlight (Yellow)","Page 176","","Ihre Augen schimmern schwarz und tief. Wie nasse Kohle. Oder Schieferplatten. Sie kam mir noch nie so klein vor wie in diesem Moment. So zerbrechlich und allein."
"Highlight (Yellow)","Page 176","","Es war laut und verzweifelt, jetzt weint sie still, ihr Atem ist gleichmäßig."
"Highlight (Yellow)","Page 176","","Diese Endgültigkeit in ihrem Blick."
"Highlight (Yellow)","Page 176","","Ich bin im Hier und Jetzt."
"Highlight (Yellow)","Page 177","","Luise sitzt mit angezogenen Beinen auf meinem Bett, das Gesicht tief in den Armen vergraben."
"Highlight (Yellow)","Page 177","","»Ich weiß«, sage ich und setze mich auf die Bettkante. »Aber ich will, dass er wiederkommt.«"
"Highlight (Yellow)","Page 177","","Luise ist ein Häuflein Elend und ich absolut unfähig, etwas zu tun, weil ich nicht weiß, was zu tun ist."
"Highlight (Yellow)","Page 177","","Ich bin angespannt und aufgeregt. Und traurig. Doch ich sage nichts, weil es nicht um mich geht. Nicht um das, was ich fühle."
"Highlight (Yellow)","Page 177","","»The Night We Met« von Lord Huron. Es ist genauso schwermütig wie der Augenblick."
"Highlight (Yellow)","Page 178","","Wir sind beide komplett angezogen, und doch war mir noch nie jemand so nah."
"Highlight (Yellow)","Page 178","","Ich küsse sie sanft auf die Stirn."
"Highlight (Yellow)","Page 181","","Bartstoppel,"
"Highlight (Yellow)","Page 181","","Viel härter und borstiger und irgendwie seltsam."
"Highlight (Yellow)","Page 181","","Ich strecke meinen Zeigefinger aus und berühre zaghaft sein Kinn."
"Highlight (Yellow)","Page 181","","Es ist ein angenehmes Gefühl."
"Highlight (Yellow)","Page 181","","Zeigefinger"
"Highlight (Yellow)","Page 181","","Und sein Körper ist wie eine Heizung. Das T-Shirt klebt an mir und ich an Jacob."
"Highlight (Yellow)","Page 182","","Und in dieser Sekunde schießen mir zwei Dinge durch den Kopf. 1. Ich habe meiner Mutter nicht Bescheid gegeben, dass ich hier übernachte. 2. Ich habe fast dreizehn Stunden geschlafen. Ohne Tabletten."
"Highlight (Yellow)","Page 183","","Normalerweise beginne ich meinen Tag allein. Mit wirren Gedanken und einer Tasse Kaffee."
"Highlight (Yellow)","Page 183","","Ich bin noch nie neben Luise aufgewacht. Noch nie in Luft, die nach ihr riecht."
"Highlight (Yellow)","Page 183","","»Guten Morgen«, sage ich, und meine Stimme klingt rau und kratzig und zu lange nicht benutzt."
"Highlight (Yellow)","Page 183","","Sie streckt sich und gähnt und steckt mich damit an."
"Highlight (Yellow)","Page 183","","Verschlafen und verletzlich und komplett angezogen."
"Highlight (Yellow)","Page 183","","»Danke wegen gestern«, sagt sie."
"Highlight (Yellow)","Page 183","","»Doch, das hast du. Du warst für mich da.« Ihre Augen sind geschwollen, und ich muss lächeln. »Gern geschehen«, sage ich."
"Highlight (Yellow)","Page 185","","»Hummel?"
"Highlight (Yellow)","Page 185","","»O nein, du Arme, hast du Heuschnupfen?«, fragt sie. »Falls ja, ich habe Tabletten da, die richtig gut helfen.«"
"Highlight (Yellow)","Page 186","","Ich mag, dass es hier immer gut riecht. Nach Essen und nach Kaffee und sauberer Wäsche."
"Highlight (Yellow)","Page 186","","Mama und ich tun das nicht. Wir teilen einen Nachnamen, eine Anschrift und einen halben Chromosomensatz. Sonst verbindet uns nicht viel. Manchmal frage ich mich, ob Kristopher unsere einzige Gemeinsamkeit war und ob wir jetzt, wo es ihn nicht mehr gibt, keine mehr haben. Außer vielleicht der Leere, die er hinterlassen hat. Denn die spüren wir beide. Jeder für sich. Jeder allein."
"Highlight (Yellow)","Page 187","","Laut und ansteckend. Ich glaube, er hätte es hier gemocht."
"Highlight (Yellow)","Page 187","","Und er wäre euphorisch oder depressiv oder er würde schlafen oder malen. Und jetzt ist er tot, und ich schneide Obst."
"Highlight (Yellow)","Page 187","","Ich schaue zu Jacob, sehe zu, wie er etwas Teig in eine der drei Pfannen gibt und ihn verteilt."
"Highlight (Yellow)","Page 187","","»Montreal Rock Band Somewhere« von Happyness."
"Note","Page 187","","S"
"Highlight (Yellow)","Page 187","","Wenn ich eins gelernt habe, dann, dass Zeit nicht wiederkommt. Dass eine Minute nach der anderen unerbittlich aus unserem Leben stirbt und dass wir jeden Moment aufs Neue entscheiden müssen, ob wir sie verschwenden oder nutzen."
"Note","Page 390","","Oof"
"Note","Page 393","","Fuck"
